"Item
Name","Item
Type","Structural Material
Name","Item
Material","Element
Name","Element
Type","Element
Family","Element
Category","Element
Id","Element
Area m²","Element
Elevation at Bottom m","Element
Elevation at Top m","Element
Level","Element
Perimeter m","Item
GUID","Item
Source File"
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22931228,,,,,,9e735125-779a-4c78-a9bf-bf649800708c,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22931229,,,,,,9e735125-779a-4c78-a9bf-bf649800708d,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22932925,,,,,,892299bc-31eb-4716-af1f-a3eb8df30dad,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22932927,,,,,,892299bc-31eb-4716-af1f-a3eb8df30daf,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22932928,,,,,,892299bc-31eb-4716-af1f-a3eb8df30dd0,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22943856,,,,,,27e708db-9b2f-41d3-bdf3-1b02da27417a,JH-MOD-S-DP15-001_WAS PS.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22943858,,,,,,27e708db-9b2f-41d3-bdf3-1b02da274178,JH-MOD-S-DP15-001_WAS PS.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22934193,,,,,,892299bc-31eb-4716-af1f-a3eb8df312a1,JH-MOD-S-DP15-001_WAS PS.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22935370,,,,,,12ef5ddb-556e-4884-af5b-25441184b7c5,JH-MOD-S-DP15-001_WAS PS.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22943894,,,,,,27e708db-9b2f-41d3-bdf3-1b02da27419c,JH-MOD-S-DP15-001_WAS PS.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22943930,,,,,,27e708db-9b2f-41d3-bdf3-1b02da2741b0,JH-MOD-S-DP15-001_WAS PS.rvt
Walls Wet Well Haunch1,Walls: Walls Wet Well Haunch1: Walls Wet Well Haunch,,,Walls Wet Well Haunch,Walls Wet Well Haunch,Walls Wet Well Haunch1,Walls,22926208,4.062,,,,,3167f427-db09-4e2d-a8ba-d496ab0eb9c7,JH-MOD-S-DP15-001_WAS PS.rvt
Basic Wall,Walls: Basic Wall: 250 RC Wall,,10_ST_Concrete Insitu - 040MPa,250 RC Wall,250 RC Wall,Basic Wall,Walls,22945036,45.946,,,,,4d3ab6f1-4bff-4302-9909-de88ec540483,JH-MOD-S-DP15-001_WAS PS.rvt
Basic Wall,Walls: Basic Wall: 250 RC Wall,,10_ST_Concrete Insitu - 040MPa,250 RC Wall,250 RC Wall,Basic Wall,Walls,22945038,45.946,,,,,4d3ab6f1-4bff-4302-9909-de88ec540481,JH-MOD-S-DP15-001_WAS PS.rvt
Walls Wet Well Haunch2,Walls: Walls Wet Well Haunch2: Walls Wet Well Haunch,,,Walls Wet Well Haunch,Walls Wet Well Haunch,Walls Wet Well Haunch2,Walls,22945662,4.062,,,,,4d3ab6f1-4bff-4302-9909-de88ec5406f1,JH-MOD-S-DP15-001_WAS PS.rvt
Floor,Floors: Floor: Metal Grated 40mm thk,,Metal Grated 40 THK,Metal Grated 40mm thk,Metal Grated 40mm thk,Floor,Floors,22911373,4.44,-4.14,-4.1,"Level ""TOC"", #22637017",8.5,0bdc2059-66ce-4105-b8a0-35e6f1fa1a79,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Non-Monolithic Landing,Landings: Non-Monolithic Landing: Non-Monolithic Landing,,,Non-Monolithic Landing,Non-Monolithic Landing,Non-Monolithic Landing,Landings,22911642,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1bd6,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Pipe Types,Pipes: Pipe Types: 75_ME_HDPE AS 4131,,75_ME_PROCESS_RSW,75_ME_HDPE AS 4131,75_ME_HDPE AS 4131,Pipe Types,Pipes,22919699,5.655,,,,,8df4e979-4734-4707-890c-77d36faf0045,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Railing,Railings: Railing: INDUSTRIAL TOP MOUNTED,,,INDUSTRIAL TOP MOUNTED,INDUSTRIAL TOP MOUNTED,Railing,Railings,22920142,,,,,,8c50fe01-6d58-4aeb-aa01-d9723a092157,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Railing,Railings: Railing: INDUSTRIAL TOP MOUNTED WITH EXTENTION,,,INDUSTRIAL TOP MOUNTED WITH EXTENTION,INDUSTRIAL TOP MOUNTED WITH EXTENTION,Railing,Railings,22923589,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab8e84,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Railing,Railings: Railing: INDUSTRIAL TOP MOUNTED WITH EXTENTION,,,INDUSTRIAL TOP MOUNTED WITH EXTENTION,INDUSTRIAL TOP MOUNTED WITH EXTENTION,Railing,Railings,22923593,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab8e88,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Non-Monolithic Run,Runs: Non-Monolithic Run: Industrial GridMesh,,,Industrial GridMesh,Industrial GridMesh,Non-Monolithic Run,Runs,22923049,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab80e8,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Slab Edge,Slab Edges: Slab Edge: Slab Edge Downstand,,10_ST_Concrete Insitu - 040MPa,Slab Edge Downstand,Slab Edge Downstand,Slab Edge,Slab Edges,22914232,,,,,,5e7f4114-5723-4210-85fc-0b90f6d3c2af,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Assembled Stair,Stairs: Assembled Stair: Industrial Stair GridMesh,,,Stair,Industrial Stair GridMesh,Assembled Stair,Stairs,22644330,,,,,,d80d78e8-4768-47d7-bfd9-a30264c1f90b,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22898833,,,,,,0e2f0cfb-218c-49cd-8462-e6adaf335bfd,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22899778,,,,,,0e2f0cfb-218c-49cd-8462-e6adaf335f2e,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22912776,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1e44,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22912778,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1e46,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22915971,,,,,,b40061c6-9cdf-4918-8a03-3439f2fec3d0,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns: PFC-Parallel Flange Channels-Column (AS 3679_1): 150PFC,Metal - Steel - C350L0,,150PFC,150PFC,PFC-Parallel Flange Channels-Column (AS 3679_1),Structural Columns,22916084,,,,,,b40061c6-9cdf-4918-8a03-3439f2fec3a7,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Foundation Slab,Structural Foundations: Foundation Slab: 200 RC Fdn Slab,,10_ST_Concrete Insitu - 040MPa,200 RC Fdn Slab,200 RC Fdn Slab,Foundation Slab,Structural Foundations,22907402,17.42,-8.2,-8,"Level ""SLAB"", #22636762",18.6,a76ce14e-d524-4608-97b3-713e4be8e4ff,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Foundation Slab,Structural Foundations: Foundation Slab: 300 RC Stair Pad,,10_ST_Concrete Insitu - 040MPa,300 RC Stair Pad,300 RC Stair Pad,Foundation Slab,Structural Foundations,22933825,1.44,-5.02,-4.72,"Level ""TOC"", #22637017",4.8,63670ace-9348-40d3-8ac2-acb50aff0463,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels (AS 3679_1),Structural Framing: PFC-Parallel Flange Channels (AS 3679_1): 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,PFC-Parallel Flange Channels (AS 3679_1),Structural Framing,22917196,,-4.175,-4.1,,,f83eebcf-a550-42ef-b736-50010ce6143a,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels (AS 3679_1),Structural Framing: PFC-Parallel Flange Channels (AS 3679_1): 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,PFC-Parallel Flange Channels (AS 3679_1),Structural Framing,22918495,,-6.8,-6.725,,,f83eebcf-a550-42ef-b736-50010ce61129,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels (AS 3679_1),Structural Framing: PFC-Parallel Flange Channels (AS 3679_1): 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,PFC-Parallel Flange Channels (AS 3679_1),Structural Framing,22918658,,-5.45,-5.375,,,f83eebcf-a550-42ef-b736-50010ce61274,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
PFC-Parallel Flange Channels (AS 3679_1),Structural Framing: PFC-Parallel Flange Channels (AS 3679_1): 150PFC,Metal - Steel - 250 MPa,,150PFC,150PFC,PFC-Parallel Flange Channels (AS 3679_1),Structural Framing,22936012,,-4.25,-4.1,,,74b764a9-8b14-41cb-9db3-89e92f1d1f2c,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Baffle Wall Steel Plate,Structural Framing: Baffle Wall Steel Plate: Baffle Wall Steel Plate,,Steel Plate,Baffle Wall Steel Plate,Baffle Wall Steel Plate,Baffle Wall Steel Plate,Structural Framing,22919643,,,,,,f83eebcf-a550-42ef-b736-50010ce61dad,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
EA-Equal Angles (AS 3679_1),Structural Framing: EA-Equal Angles (AS 3679_1): 75x75x6EA,Metal - Steel,,75x75x6EA,75x75x6EA,EA-Equal Angles (AS 3679_1),Structural Framing,22932700,,,,,,4802fa0c-cadc-46ad-822a-f9d6142571e7,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
EA-Equal Angles (AS 3679_1),Structural Framing: EA-Equal Angles (AS 3679_1): 75x75x6EA,Metal - Steel,,75x75x6EA,75x75x6EA,EA-Equal Angles (AS 3679_1),Structural Framing,22933252,,,,,,4802fa0c-cadc-46ad-822a-f9d61425723f,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22912098,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1d2e,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22912099,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1d2f,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22912100,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1d28,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22912101,,,,,,5b98e2c5-f1c1-4eab-8cdc-2e5d530b1d29,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22923051,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab80ea,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Stringer,Supports: Stringer: Stringer - PFC200,,1000_STEEL GALVANIZED,Stringer - PFC200,Stringer - PFC200,Stringer,Supports,22923052,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab80ed,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22920767,,,,,,8c50fe01-6d58-4aeb-aa01-d9723a0924a6,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22923617,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab8ea0,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Top Rail Type,Top Rails: Top Rail Type: Rail - Circular - 34mm,,,Rail - Circular - 34mm,Rail - Circular - 34mm,Top Rail Type,Top Rails,22923629,,,,,,80ce5552-478c-4149-ba47-5d3ef7ab8eac,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Basic Wall,Walls: Basic Wall: 200 RC Wall,,10_ST_Concrete Insitu - 040MPa,200 RC Wall,200 RC Wall,Basic Wall,Walls,22909018,14.88,,,,,dbce1e66-d627-4c27-88e4-9eaf364f1253,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Basic Wall,Walls: Basic Wall: 200 RC Wall,,10_ST_Concrete Insitu - 040MPa,200 RC Wall,200 RC Wall,Basic Wall,Walls,22909104,6.982,,,,,dbce1e66-d627-4c27-88e4-9eaf364f12b9,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Basic Wall,Walls: Basic Wall: 200 RC Wall,,10_ST_Concrete Insitu - 040MPa,200 RC Wall,200 RC Wall,Basic Wall,Walls,22909572,14.1,,,,,dbce1e66-d627-4c27-88e4-9eaf364f108d,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Basic Wall,Walls: Basic Wall: 300 RC Wall,,10_ST_Concrete Insitu - 040MPa,300 RC Wall,300 RC Wall,Basic Wall,Walls,22915449,3.472,,,,,6adb50d9-276c-40f1-adc1-0243764c0abf,JH-MOD-S-DP34-002_MAIN DISCHARGE.rvt
Counter Top Corian - Straight Type 2,Casework: Counter Top Corian - Straight Type 2: 900mm Depth,,,900mm Depth,900mm Depth,Counter Top Corian - Straight Type 2,Casework,23260715,,,,"Level ""LEVEL 00"", #23248920",,2db80711-070f-423f-90ec-c473c0fc8a22,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
Floor,Floors: Floor: 13mm Ceiling,,Gypsum Wall Board,13mm Ceiling,13mm Ceiling,Floor,Floors,23228139,133.103,2.487,2.5,"Level ""CEILING LEVEL"", #22523688",47.93,3b29bc26-1eca-4459-a93e-e80c20d2e2d7,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
Floor,Floors: Floor: 150 RC Slab,,10_ST_Concrete Insitu - 032MPa,150 RC Slab,150 RC Slab,Floor,Floors,22991528,162.172,-0.05,0.1,"Level ""LEVEL 00"", #23248920",55.66,0f380c0e-cc2f-45fc-a862-4cdc74eb6a57,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
Floor,Floors: Floor: 300 RC Slab,,10_ST_Concrete Insitu - 032MPa,300 RC Slab,300 RC Slab,Floor,Floors,22991786,33.883,-0.3,0,"Level ""LEVEL 00"", #23248920",41.248,0f380c0e-cc2f-45fc-a862-4cdc74eb6b55,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
Basic Roof,Roofs: Basic Roof: Kliplok 700 metal roof,,20_CS_Metal Sheeting,Kliplok 700 metal roof,Kliplok 700 metal roof,Basic Roof,Roofs,23202192,13.254,,,,,a5f37caf-2278-4e1c-993d-05930a70f8ab,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
Basic Roof,Roofs: Basic Roof: Kliplok 700 metal roof,,20_CS_Metal Sheeting,Kliplok 700 metal roof,Kliplok 700 metal roof,Basic Roof,Roofs,23235581,183.012,,,,,3b6a110c-b7b1-4254-b399-9b41996781d3,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_CL_S_UC ANZ,Structural Columns: 10_ST_CL_S_UC ANZ: 150UC23,Metal - Steel - 300 MPa,Metal - Steel - 300 MPa,150UC23,150UC23,10_ST_CL_S_UC ANZ,Structural Columns,23231891,,,,,,958dfbfb-cd26-4d66-a3cd-9bbe62576575,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_CL_S_UC ANZ,Structural Columns: 10_ST_CL_S_UC ANZ: 150UC23,Metal - Steel - 300 MPa,,150UC23,150UC23,10_ST_CL_S_UC ANZ,Structural Columns,23231893,,,,,,958dfbfb-cd26-4d66-a3cd-9bbe62576573,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_CL_S_UC ANZ,Structural Columns: 10_ST_CL_S_UC ANZ: 150UC23,Metal - Steel - 300 MPa,,150UC23,150UC23,10_ST_CL_S_UC ANZ,Structural Columns,23191947,,,,,,61ef9187-548b-4806-a55f-4b4f091cbe76,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_CL_S_UC ANZ,Structural Columns: 10_ST_CL_S_UC ANZ: 150UC23,Metal - Steel - 300 MPa,,150UC23,150UC23,10_ST_CL_S_UC ANZ,Structural Columns,23192066,,,,,,61ef9187-548b-4806-a55f-4b4f091cbdff,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198023,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a73087c,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198180,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a7308df,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198194,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a7308c9,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198206,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a7308c5,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198225,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a730b2a,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23198240,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a730b1b,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23199681,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a730efa,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23199734,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a730ecd,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_C_Beam Rectangular,Structural Framing: 10_ST_FR_C_Beam Rectangular: 600 x 400 RC Beam,10_ST_Concrete Insitu - 032MPa,10_ST_Concrete Insitu - 032MPa,600 x 400 RC Beam,600 x 400 RC Beam,10_ST_FR_C_Beam Rectangular,Structural Framing,23199796,,-0.5,0.1,,,a5f37caf-2278-4e1c-993d-05930a70f10f,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 150UB18,Metal - Steel - 250 MPa,,150UB18,150UB18,10_ST_FR_S_UB ANZ,Structural Framing,23192873,,,,,,61ef9187-548b-4806-a55f-4b4f091cbad4,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 150UB18,Metal - Steel - 250 MPa,,150UB18,150UB18,10_ST_FR_S_UB ANZ,Structural Framing,23192925,,,,,,61ef9187-548b-4806-a55f-4b4f091cbaa0,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 200UB18,Metal - Steel - 250 MPa,,200UB18,200UB18,10_ST_FR_S_UB ANZ,Structural Framing,23194866,,,,,,d69ac374-8cd4-407b-93b8-163c841d84fa,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 200UB18,Metal - Steel - 250 MPa,,200UB18,200UB18,10_ST_FR_S_UB ANZ,Structural Framing,23194882,,,,,,d69ac374-8cd4-407b-93b8-163c841d850a,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 200UB18,Metal - Steel - 250 MPa,,200UB18,200UB18,10_ST_FR_S_UB ANZ,Structural Framing,23194896,,,,,,d69ac374-8cd4-407b-93b8-163c841d8518,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 200UB18,Metal - Steel - 250 MPa,,200UB18,200UB18,10_ST_FR_S_UB ANZ,Structural Framing,23193227,,,,,,61ef9187-548b-4806-a55f-4b4f091cb976,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_UB ANZ,Structural Framing: 10_ST_FR_S_UB ANZ: 200UB18,Metal - Steel - 250 MPa,,200UB18,200UB18,10_ST_FR_S_UB ANZ,Structural Framing,23194498,,,,,,d69ac374-8cd4-407b-93b8-163c841d838a,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_Z Purlin ANZ,Structural Framing: 10_ST_FR_S_Z Purlin ANZ: Z15015,,,Z15015,Z15015,10_ST_FR_S_Z Purlin ANZ,Structural Framing,23195367,,2.973,3.138,,,d69ac374-8cd4-407b-93b8-163c841d86ef,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_Z Purlin ANZ,Structural Framing: 10_ST_FR_S_Z Purlin ANZ: Z15015,,,Z15015,Z15015,10_ST_FR_S_Z Purlin ANZ,Structural Framing,23195370,,3.029,3.194,,,d69ac374-8cd4-407b-93b8-163c841d86e2,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_Z Purlin ANZ,Structural Framing: 10_ST_FR_S_Z Purlin ANZ: Z15015,,,Z15015,Z15015,10_ST_FR_S_Z Purlin ANZ,Structural Framing,23195373,,3.096,3.261,,,d69ac374-8cd4-407b-93b8-163c841d86e5,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_Z Purlin ANZ,Structural Framing: 10_ST_FR_S_Z Purlin ANZ: Z15015,,,Z15015,Z15015,10_ST_FR_S_Z Purlin ANZ,Structural Framing,23195376,,3.162,3.327,,,d69ac374-8cd4-407b-93b8-163c841d86f8,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
10_ST_FR_S_Z Purlin ANZ,Structural Framing: 10_ST_FR_S_Z Purlin ANZ: Z15015,,,Z15015,Z15015,10_ST_FR_S_Z Purlin ANZ,Structural Framing,23195379,,3.229,3.394,,,d69ac374-8cd4-407b-93b8-163c841d86fb,JH-MOD-S-01-0001_ADMINISTRATION BUILDING.rvt
