gid,Code,Name,Includes,Associated,Level,Description,Img_1,Img_2,Page
385,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,Sanitary Sewerage Piping,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,400,See D2020.10,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1091.png,,115
667,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,Sanitary Sewerage Piping,,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,100,See G30,,,187
668,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,Sanitary Sewerage Piping,,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,200,See G30,,,187
669,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,Sanitary Sewerage Piping,,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,300,"Inclusions
Design-specified elements",,,187
376,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,Sanitary Sewerage Equipment,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,100,See D20,,,114
377,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,Sanitary Sewerage Equipment,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1082.png,,114
378,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,Sanitary Sewerage Equipment,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,300,"Inclusions:
• design specified size, shape, spacing, and location of
equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment are
modeled.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1083.png,,114
379,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,Sanitary Sewerage Equipment,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,350,"Inclusions:
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1084.png,,114
380,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,Sanitary Sewerage Equipment,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1085.png,,114
374,D2020 / 21-04 20 20 / Ss 50 30 4,Sanitary Drainage,"Includes: Facility sanitary sewerage system located within, under, or closely associated with a structure. Include Sanitary Drainage Supplementary Components as appropriate. ",Associated Masterformat Sections: 01 86 16 / 22 13 00 ,100,See D20,,,113
375,D2020 / 21-04 20 20 / Ss 50 30 4,Sanitary Drainage,"Includes: Facility sanitary sewerage system located within, under, or closely associated with a structure. Include Sanitary Drainage Supplementary Components as appropriate. ",Associated Masterformat Sections: 01 86 16 / 22 13 00 ,200,See D2010,,,113
227,B3010 / 21-02 30 10 / Ss 30 10,Roofing,,Associated Masterformat Sections: 01 83 19 ,100,See B30,,,72
228,B3010 / 21-02 30 10 / Ss 30 10,Roofing,,Associated Masterformat Sections: 01 83 19 ,200,"Inclusions
• Element envelope at average thickness",,,72
229,B3010 / 21-02 30 10 / Ss 30 10,Roofing,,Associated Masterformat Sections: 01 83 19 ,300,"Inclusions
• Surface slopes
• Intended location of roof drains
• Openings with any dimension greater than 6” (15 cm)
or as noted",,,72
230,B3010 / 21-02 30 10 / Ss 30 10,Roofing,,Associated Masterformat Sections: 01 83 19 ,350,"Inclusions
• All penetrations at actual rough-opening dimensions.
• Flashing",,,72
127,B1020.20 / 21-02 10 20 20 / Ss 30 12 85,"Roof Decks, Slabs, and Sheathing","Includes: Structural roof deck, slab, and sheathing construction. Includes cast-in-place concrete, precast concrete, cementitious decks and toppings, metal decking, wood sheathing, wood decking, timber decking and expansion control. Includes framed and sleeved penetrations for services and housekeeping pads for equipment. Includes Roof Construction Supplementary Components as appropriate. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 / 03 52 00 / 05 30 00 05 34 00 / 05 35 00 / 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 / 06 53 00 / 06 73 00 ,100,"Inclusions
• Conceptual depth",,,45
128,B1020.20 / 21-02 10 20 20 / Ss 30 12 85,"Roof Decks, Slabs, and Sheathing","Includes: Structural roof deck, slab, and sheathing construction. Includes cast-in-place concrete, precast concrete, cementitious decks and toppings, metal decking, wood sheathing, wood decking, timber decking and expansion control. Includes framed and sleeved penetrations for services and housekeeping pads for equipment. Includes Roof Construction Supplementary Components as appropriate. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 / 03 52 00 / 05 30 00 05 34 00 / 05 35 00 / 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 / 06 53 00 / 06 73 00 ,200,"Inclusions:
• Element envelope",,,45
129,B1020.20 / 21-02 10 20 20 / Ss 30 12 85,"Roof Decks, Slabs, and Sheathing","Includes: Structural roof deck, slab, and sheathing construction. Includes cast-in-place concrete, precast concrete, cementitious decks and toppings, metal decking, wood sheathing, wood decking, timber decking and expansion control. Includes framed and sleeved penetrations for services and housekeeping pads for equipment. Includes Roof Construction Supplementary Components as appropriate. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 / 03 52 00 / 05 30 00 05 34 00 / 05 35 00 / 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 / 06 53 00 / 06 73 00 ,300,"Inclusions
• Main structural members
• Surface slopes
• Openings with any dimension greater than 6” (15 cm) or
as noted",,,45
130,B1020.20 / 21-02 10 20 20 / Ss 30 12 85,"Roof Decks, Slabs, and Sheathing","Includes: Structural roof deck, slab, and sheathing construction. Includes cast-in-place concrete, precast concrete, cementitious decks and toppings, metal decking, wood sheathing, wood decking, timber decking and expansion control. Includes framed and sleeved penetrations for services and housekeeping pads for equipment. Includes Roof Construction Supplementary Components as appropriate. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 / 03 52 00 / 05 30 00 05 34 00 / 05 35 00 / 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 / 06 53 00 / 06 73 00 ,350,"Inclusions
• Framing members at openings",,,45
231,B3020.10 / 21-02 30 20 10 / --,Roof Accessories,"Includes: Ladders, curbs, vents, walkways, and snow guards. ",Associated Masterformat Sections: 05 51 33 / 07 72 00 / 07 72 13 / 07 72 23 / 07 72 26 07 72 46 / 07 72 53 ,100,See Fundamental LOD Definitions,,,73
232,B3020.10 / 21-02 30 20 10 / --,Roof Accessories,"Includes: Ladders, curbs, vents, walkways, and snow guards. ",Associated Masterformat Sections: 05 51 33 / 07 72 00 / 07 72 13 / 07 72 23 / 07 72 26 07 72 46 / 07 72 53 ,200,See Fundamental LOD Definitions,,,73
233,B3020.10 / 21-02 30 20 10 / --,Roof Accessories,"Includes: Ladders, curbs, vents, walkways, and snow guards. ",Associated Masterformat Sections: 05 51 33 / 07 72 00 / 07 72 13 / 07 72 23 / 07 72 26 07 72 46 / 07 72 53 ,300,See Fundamental LOD Definitions,,,73
234,B3020.10 / 21-02 30 20 10 / --,Roof Accessories,"Includes: Ladders, curbs, vents, walkways, and snow guards. ",Associated Masterformat Sections: 05 51 33 / 07 72 00 / 07 72 13 / 07 72 23 / 07 72 26 07 72 46 / 07 72 53 ,350,"Inclusions
• Attachment points",,,73
235,B3020.10 / 21-02 30 20 10 / --,Roof Accessories,"Includes: Ladders, curbs, vents, walkways, and snow guards. ",Associated Masterformat Sections: 05 51 33 / 07 72 00 / 07 72 13 / 07 72 23 / 07 72 26 07 72 46 / 07 72 53 ,400,See Fundamental LOD Definitions,,,73
604,G2010.10,Roadway Pavement,,,100,See G20,,,175
605,G2010.10,Roadway Pavement,,,200,"Inclusions:
• Plan extent of pavement
• Nominal thickness",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1436.png,,175
606,G2010.10,Roadway Pavement,,,300,"Inclusions:
• Thickness of buildup
• Grading information (points and edges)
• 2D Pattern of joints",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1441.png,,176
607,G2010.10,Roadway Pavement,,,350,"Inclusions:
• Grading information (points and edges)
• Expansion joints
• Path intersections
• Curb ramps
• Thickened edges",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1442.png,,176
608,G2010.20,Roadway Curbs and Gutters,,,100,See G20,,,176
609,G2010.20,Roadway Curbs and Gutters,,,200,"Inclusions:
• Full plan extents",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1443.png,,176
610,G2010.20,Roadway Curbs and Gutters,,,300,"Inclusions:
• Profile of curb
• Finish grade (top)
• Curb cuts and tapers (e.g. for ramps)",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1444.png,,176
611,G2010.20,Roadway Curbs and Gutters,,,350,"Inclusions:
• Rough openings for storm drains or inlets",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1450.png,,177
612,G2010.20,Roadway Curbs and Gutters,,,400,"Inclusions:
• Chamfers and nosing
• joints",,,177
622,G2060.60,Retaining Walls,,,100,See G20,,,180
623,G2060.60,Retaining Walls,,,200,"Inclusions:
• Full plan extents",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1469.png,,180
624,G2060.60,Retaining Walls,,,300,"Inclusions:
• thickness of wall
• Top of wall
• depth may be approximate",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1474.png,,181
625,G2060.60,Retaining Walls,,,350,"Inclusions:
• All layers
• Footing",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1475.png,,181
626,G2060.60,Retaining Walls,,,400,"Inclusions:
• Joints
• Reinforcing",,,181
122,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,Ramps,,,100,"Inclusions
• None required",,,44
123,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,Ramps,,,200,"Inclusions
• Element envelope",,,44
124,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,Ramps,,,300,"Inclusions
• Major ramp support elements
• Changes of materials
• Handrails",,,44
125,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,Ramps,,,350,"Inclusions
• Secondary support elements
• Connection points etc.).
• Elements needed for installation",,,44
126,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,Ramps,,,400,"Inclusions
• Elements needed for fabrication",,,44
403,D2060 / 21-04 20 60 / Ss 55 60,Process Support Plumbing Systems,Includes: Process Support Plumbing System Supplementary Components as appropriate. ,Associated Masterformat Sections: ,100,See D20,,,120
404,D2060 / 21-04 20 60 / Ss 55 60,Process Support Plumbing Systems,Includes: Process Support Plumbing System Supplementary Components as appropriate. ,Associated Masterformat Sections: ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",,,120
179,B2010.20.40 / 21-02 20 10 20 40 / Ss 25 16 65,Precast Wall Construction (Concrete),"Includes: Exterior wall construction including backup systems for wall veneer. May be vertical load bearing. Includes cast-in-place concrete walls, precast concrete walls, unit masonry walls, metal framed wall systems, and wood framed wall systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 06 12 00 / 06 16 00 ,100,N/A,,,61
180,B2010.20.40 / 21-02 20 10 20 40 / Ss 25 16 65,Precast Wall Construction (Concrete),"Includes: Exterior wall construction including backup systems for wall veneer. May be vertical load bearing. Includes cast-in-place concrete walls, precast concrete walls, unit masonry walls, metal framed wall systems, and wood framed wall systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 06 12 00 / 06 16 00 ,200,See B2010.20,,,61
181,B2010.20.40 / 21-02 20 10 20 40 / Ss 25 16 65,Precast Wall Construction (Concrete),"Includes: Exterior wall construction including backup systems for wall veneer. May be vertical load bearing. Includes cast-in-place concrete walls, precast concrete walls, unit masonry walls, metal framed wall systems, and wood framed wall systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 06 12 00 / 06 16 00 ,300,See B2010.20,,,61
182,B2010.20.40 / 21-02 20 10 20 40 / Ss 25 16 65,Precast Wall Construction (Concrete),"Includes: Exterior wall construction including backup systems for wall veneer. May be vertical load bearing. Includes cast-in-place concrete walls, precast concrete walls, unit masonry walls, metal framed wall systems, and wood framed wall systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 06 12 00 / 06 16 00 ,350,"Inclusions:
• Reinforcing Post-tension profiles and strand locations
• Pour joints
• Expansion Joints
• Control joints
• Lifting devices
• Embeds
• All penetrations are modeled at actual rough-opening
dimensions.
• Any permanent forming or shoring components
• Dowels",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/809.png,,62
183,B2010.20.40 / 21-02 20 10 20 40 / Ss 25 16 65,Precast Wall Construction (Concrete),"Includes: Exterior wall construction including backup systems for wall veneer. May be vertical load bearing. Includes cast-in-place concrete walls, precast concrete walls, unit masonry walls, metal framed wall systems, and wood framed wall systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 06 12 00 / 06 16 00 ,400,"Inclusions:
• Rebar including hooks and lap splices
• Post-tensioning tendons
• Pour Joints",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/810.png,,62
137,B1080.20 / 21-02 10 80 10 / Ss 35 10,Precast Structural Stairs (Concrete),"Includes: Structural framing for exterior and interior stairs including treads, risers, and landings. Includes fire escapes and ladders. ",Associated Masterformat Sections: 03 11 23 / 03 30 00 / 03 41 23 / 03 48 19 / 05 51 00 05 55 00 / 05 71 00 / 06 43 00 ,100,See B1080,,,48
138,B1080.20 / 21-02 10 80 10 / Ss 35 10,Precast Structural Stairs (Concrete),"Includes: Structural framing for exterior and interior stairs including treads, risers, and landings. Includes fire escapes and ladders. ",Associated Masterformat Sections: 03 11 23 / 03 30 00 / 03 41 23 / 03 48 19 / 05 51 00 05 55 00 / 05 71 00 / 06 43 00 ,200,"Inclusiuons:
• Reliable number and arrangement of
landings and flights",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/726.png,,48
139,B1080.20 / 21-02 10 80 10 / Ss 35 10,Precast Structural Stairs (Concrete),"Includes: Structural framing for exterior and interior stairs including treads, risers, and landings. Includes fire escapes and ladders. ",Associated Masterformat Sections: 03 11 23 / 03 30 00 / 03 41 23 / 03 48 19 / 05 51 00 05 55 00 / 05 71 00 / 06 43 00 ,300,"Inclusions:
• Overall geometry of landings and
flights
• Number of risers and treads
• Tread width
• Riser height
• Stringers
• Railing
• Nosing geometry",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/731.png,,49
140,B1080.20 / 21-02 10 80 10 / Ss 35 10,Precast Structural Stairs (Concrete),"Includes: Structural framing for exterior and interior stairs including treads, risers, and landings. Includes fire escapes and ladders. ",Associated Masterformat Sections: 03 11 23 / 03 30 00 / 03 41 23 / 03 48 19 / 05 51 00 05 55 00 / 05 71 00 / 06 43 00 ,350,"Inclusions:
• Railing support locations
• Openings in structural elements
• Embeds
• Secondary support elements (hangers,
brackets, etc.).
• Reinforcing Post-tension profiles and
tendon locations
• Joint locations
• Attachment points for Lifting devices
• All penetrations modeled to rough
opening dimensions.
• Any permanent forming or shoring
components",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/732.png,,49
141,B1080.20 / 21-02 10 80 10 / Ss 35 10,Precast Structural Stairs (Concrete),"Includes: Structural framing for exterior and interior stairs including treads, risers, and landings. Includes fire escapes and ladders. ",Associated Masterformat Sections: 03 11 23 / 03 30 00 / 03 41 23 / 03 48 19 / 05 51 00 05 55 00 / 05 71 00 / 06 43 00 ,400,"Inclusions:
• Elements necessary for fabrication and
installation
• Chamfer",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/733.png,,49
117,B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,Precast Structural Double Tee (Concrete),"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,100,"Inclusions
• Conceptual depth",,,43
118,B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,Precast Structural Double Tee (Concrete),"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,200,"Inclusions
• Element envelope",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/696.png,,43
119,B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,Precast Structural Double Tee (Concrete),"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,300,"Inclusions
• Main concrete structural members
• Surface slopes",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/697.png,,43
120,B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,Precast Structural Double Tee (Concrete),"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,350,"Inclusions
• Lifting points
• Expansion Joints
• Embeds and anchor rods
• Locations of post-tension tendons
• Openings with any dimension greater than 6”
(15 cm) or as noted
• Shear reinforcing and stud rails",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/698.png,,43
121,B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,Precast Structural Double Tee (Concrete),"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,400,"Inclusions
• Chamfer
• Reinforcement",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/699.png,,43
509,D5020.30 / 21-04 50 20 30 / Ss 70 30 45 45,Power Distribution,"Includes: Bus assemblies, distribution equipment, and electrical wiring system to distribute electrical power to switchboards, panelboards, and motor control centers. ",Associated Masterformat Sections: 26 20 00 / 26 24 00 / 26 24 13 / 26 24 16 / 26 24 19 / 26 25 00 / 26 27 00 / 26 27 16 / 26 05 33 / 26 05 43 / 26 05 36 / 26 05 13 ,100,See D50,,,144
510,D5020.30 / 21-04 50 20 30 / Ss 70 30 45 45,Power Distribution,"Includes: Bus assemblies, distribution equipment, and electrical wiring system to distribute electrical power to switchboards, panelboards, and motor control centers. ",Associated Masterformat Sections: 26 20 00 / 26 24 00 / 26 24 13 / 26 24 16 / 26 24 19 / 26 25 00 / 26 27 00 / 26 27 16 / 26 05 33 / 26 05 43 / 26 05 36 / 26 05 13 ,200,See D5020,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1282.png,,145
511,D5020.30 / 21-04 50 20 30 / Ss 70 30 45 45,Power Distribution,"Includes: Bus assemblies, distribution equipment, and electrical wiring system to distribute electrical power to switchboards, panelboards, and motor control centers. ",Associated Masterformat Sections: 26 20 00 / 26 24 00 / 26 24 13 / 26 24 16 / 26 24 19 / 26 25 00 / 26 27 00 / 26 27 16 / 26 05 33 / 26 05 43 / 26 05 36 / 26 05 13 ,300,"Inclusions:
• Design-specified size, shape, spacing, location of
raceways, boxes, enclosures, and equipment.
• Approximate allowances for spacing and clearances
required for all specified hangers, supports and
seismic control.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1282.png,,146
512,D5020.30 / 21-04 50 20 30 / Ss 70 30 45 45,Power Distribution,"Includes: Bus assemblies, distribution equipment, and electrical wiring system to distribute electrical power to switchboards, 
panelboards, and motor control centers.","Associated Masterformat Sections: 26 20 00 / 26 24 00 / 26 24 13 / 26 24 16 / 26 24 19 /
26 25 00 / 26 27 00 / 26 27 16 / 26 05 33 / 26 05 43 / 26 05 36 / 26 05 13",350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, and enclosures.
• Actual size, shape, spacing, and location for
supports and seismic control.
• Actual size, shape, and location/connections of
equipment and support structure/pads.
• Actual floor and wall penetration elements are
modeled.
• Actual access/code clearance requirements
modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1292.png,,147
513,D5020.30 / 21-04 50 20 30 / Ss 70 30 45 45,Power Distribution,"Includes: Bus assemblies, distribution equipment, and electrical wiring system to distribute electrical power to switchboards, 
panelboards, and motor control centers.","Associated Masterformat Sections: 26 20 00 / 26 24 00 / 26 24 13 / 26 24 16 / 26 24 19 /
26 25 00 / 26 27 00 / 26 27 16 / 26 05 33 / 26 05 43 / 26 05 36 / 26 05 13",400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1298.png,,148
346,D1050.70 / 21-04 10 50 70 / Ss 80 20 65,Pneumatic Tube Systems,Includes: Pneumatically operated tube system for the delivery of small items within a facility. Includes controls and accessories. ,Associated Masterformat Sections: 14 92 00 ,100,"Inclusions:
• Diagrammatic elements or quantitative call outs;
• Conceptual and/or schematic flow diagrams;",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1024.png,,106
347,D1050.70 / 21-04 10 50 70 / Ss 80 20 65,Pneumatic Tube Systems,Includes: Pneumatically operated tube system for the delivery of small items within a facility. Includes controls and accessories. ,Associated Masterformat Sections: 14 92 00 ,200,"Inclusions:
• Generic elements;
• layout with approximate size, shape, and location of
equipment and tubing;",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1025.png,,106
348,D1050.70 / 21-04 10 50 70 / Ss 80 20 65,Pneumatic Tube Systems,Includes: Pneumatically operated tube system for the delivery of small items within a facility. Includes controls and accessories. ,Associated Masterformat Sections: 14 92 00 ,300,"Inclusions:
• design-specified elements;
• Specified size, shape, spacing, and location of
equipment and tubing;",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1025.png,,106
349,D1050.70 / 21-04 10 50 70 / Ss 80 20 65,Pneumatic Tube Systems,Includes: Pneumatically operated tube system for the delivery of small items within a facility. Includes controls and accessories. ,Associated Masterformat Sections: 14 92 00 ,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of equipment and tubing;
• actual size, shape, spacing, and clearances of all
hangers, supports, vibration and seismic control
• floor and wall penetrations.
• Service/access zones.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1026.png,,106
350,D1050.70 / 21-04 10 50 70 / Ss 80 20 65,Pneumatic Tube Systems,Includes: Pneumatically operated tube system for the delivery of small items within a facility. Includes controls and accessories. ,Associated Masterformat Sections: 14 92 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1026.png,,107
369,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,Plumbing Fixtures,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,100,See D20,,,112
370,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,Plumbing Fixtures,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location;
• Carrier and wall width requirements;",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1068.png,,112
