gid,Code,Name,Includes,Associated,Level,Description,Img_1,Img_2,Page
539,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,General Purpose Electrical Power Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,350,"Inclusions:
• Actual size, shape, spacing, and location of outlet
boxes and devices.
• Actual access/code clearance requirements
modeled.",,,152
540,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,General Purpose Electrical Power Supplementary Components,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,,152
524,D5030 / 21-04 50 30 / Ss 70 30 45 45,General Purpose Electrical Power,Includes: General Purpose Electrical Power Supplementary Components as appropriate. ,Associated Masterformat Sections: 01 86 26 ,100,See D50,,,149
525,D5030 / 21-04 50 30 / Ss 70 30 45 45,General Purpose Electrical Power,Includes: General Purpose Electrical Power Supplementary Components as appropriate. ,Associated Masterformat Sections: 01 86 26 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,,150
593,E20 / 21-05 20 / Ss 40 45,Furnishings,,Associated Masterformat Sections: 12 00 00 / 01 87 16 ,100,"Inclusions
• A schematic model element or symbol",,,167
423,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,Fuel Storage Tanks,Includes: Fuel tanks under or closely associated with a structure. ,Associated Masterformat Sections: 23 13 00 ,100,See D30,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1154.png,,125
424,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,Fuel Storage Tanks,Includes: Fuel tanks under or closely associated with a structure. ,Associated Masterformat Sections: 23 13 00 ,200,See D3010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1157.png,,125
425,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,Fuel Storage Tanks,Includes: Fuel tanks under or closely associated with a structure. ,Associated Masterformat Sections: 23 13 00 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of
tank(s).
• approximate allowances for spacing and clearances
required for all specified anchors, supports, vibration
and seismic control that are utilized in the layout.
• access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1155.png,,125
426,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,Fuel Storage Tanks,Includes: Fuel tanks under or closely associated with a structure. ,Associated Masterformat Sections: 23 13 00 ,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of tank(s).
• actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout actual
access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1156.png,,125
427,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,Fuel Storage Tanks,Includes: Fuel tanks under or closely associated with a structure. ,Associated Masterformat Sections: 23 13 00 ,400,See D3010.10,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1162.png,,126
418,D3010.30 / 21-04 30 10 30 / Ss 55 50,Fuel Pumps,Includes: Fuel pumps within or closely associated with a structure. ,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,100,See D30,,,124
419,D3010.30 / 21-04 30 10 30 / Ss 55 50,Fuel Pumps,Includes: Fuel pumps within or closely associated with a structure. ,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,200,See D3010,,,124
420,D3010.30 / 21-04 30 10 30 / Ss 55 50,Fuel Pumps,Includes: Fuel pumps within or closely associated with a structure. ,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of
equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment.
• Access/code clearance requirements modeled.",,,124
421,D3010.30 / 21-04 30 10 30 / Ss 55 50,Fuel Pumps,Includes: Fuel pumps within or closely associated with a structure. ,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,350,"Inclusions:
• Modeled as actual size, shape, spacing, and
location/connections of equipment.
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",,,124
422,D3010.30 / 21-04 30 10 30 / Ss 55 50,Fuel Pumps,Includes: Fuel pumps within or closely associated with a structure. ,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,400,See D3010.10,,,125
413,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,Fuel Piping,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",Associated Masterformat Sections: 23 11 00 ,100,See D30,,,123
414,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,Fuel Piping,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",Associated Masterformat Sections: 23 11 00 ,200,See D3010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1144.png,,123
415,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,Fuel Piping,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",Associated Masterformat Sections: 23 11 00 ,300,"Inclusions:
• design-specified size, shape, spacing, and location
of pipe, valves, fittings, and insulation for risers,
mains, and branches.
• Approximate allowances for clearances required for
all specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all
risers, mains, and branches.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1143.png,,123
416,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,Fuel Piping,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",Associated Masterformat Sections: 23 11 00 ,350,"Inclusions:
• actual size, shape, spacing, and
location/connections of pipe, valves, fittings, and
insulation for risers, mains, and branches.
• Actual size, shape, spacing, and clearances
required for all hangers, supports, vibration and
seismic control that are utilized in the layout of all
risers, mains, and branches.
• Actual access/code clearance requirements.
• Actual floor and wall penetration elements
modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1149.png,,124
417,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,Fuel Piping,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",Associated Masterformat Sections: 23 11 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1149.png,,124
1,A10 / 21-01 10 / Ss 20 05 15,Foundations,,Associated Masterformat Sections: 01 82 13 ,100,See Fundamental LOD Definitions,,,20
2,A10 / 21-01 10 / Ss 20 05 15,Foundations,,Associated Masterformat Sections: 01 82 13 ,200,"Inclusions
● Element envelope",,,20
87,B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,Floor Structural Framing (Cold Formed Metal Framing),,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,100,"Inclusions:
• Abstraction of beam as box",,,38
88,B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,Floor Structural Framing (Cold Formed Metal Framing),,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,200,"Inclusions:
• General shape",,,38
89,B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,Floor Structural Framing (Cold Formed Metal Framing),,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,300,"Inclusions:
• Specific section type and size
• Nominal size and shape of penetrations of any size",,,38
90,B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,Floor Structural Framing (Cold Formed Metal Framing),,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,350,"Inclusions
• Members at any interface with wall edges (top, bottom,
sides) or opening through wall
• Bridging or straps",,,39
91,B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,Floor Structural Framing (Cold Formed Metal Framing),,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,400,"Inclusions
• Welds
• Connections
• Any part required for complete installation",,,39
82,B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,"Floor Structural Frame, Steel Joists",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,100,See B10,,,37
83,B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,"Floor Structural Frame, Steel Joists",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,200,"Inclusions:
• Element envelope",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/663.png,,37
84,B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,"Floor Structural Frame, Steel Joists",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,300,"Inclusions
• Joist size, depth, slope, and material
• Spacing and end elevations
• Joist seat depth",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/664.png,,37
85,B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,"Floor Structural Frame, Steel Joists",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,350,"Inclusions
• Actual final joist profile locations with accurate panel
points
• Joist bridging and lateral braces.
• Any miscellaneous steel pertaining to the joist
• Joist seat width
• Erection details for installation
• Chord and web member section profiles
• Joist layout in coordination with metal deck fasteners
• Non-standard joist seat depths and\or sloping joist
seat",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/669.png,,38
86,B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,"Floor Structural Frame, Steel Joists",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,400,"Inclusions
• Welds
• Connection plates
• Anchorage
• Material required for proper installation
• Mark identification that correlates with bill of material",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/670.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/671.png,38
67,B1010.10.30 21-02 10 10 10 30,"Floor Structural Frame, Steel Framing Columns",,Associated Masterformat Sections: 05 10 00 ,100,"Inclusions:
• Abstraction of columns as box",,,34
68,B1010.10.30 21-02 10 10 10 30,"Floor Structural Frame, Steel Framing Columns",,Associated Masterformat Sections: 05 10 00 ,200,"Inclusions:
• General shape
•",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/646.png,,35
69,B1010.10.30 21-02 10 10 10 30,"Floor Structural Frame, Steel Framing Columns",,Associated Masterformat Sections: 05 10 00 ,300,"Inclusions:
• Specific section type and size",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/647.png,,35
70,B1010.10.30 21-02 10 10 10 30,"Floor Structural Frame, Steel Framing Columns",,Associated Masterformat Sections: 05 10 00 ,350,"Inclusions:
• Member connections such as, base plates and gusset
plates, anchor rods
• Connection details with correct and reliable dimensions
• Steel structure reinforcements and stiffeners (e.g. for
penetrations)
• Cap plates",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/648.png,,35
71,B1010.10.30 21-02 10 10 10 30,"Floor Structural Frame, Steel Framing Columns",,Associated Masterformat Sections: 05 10 00 ,400,"Inclusions:
• Welds
• Coping of members
• Washers, nuts, etc.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/649.png,,35
77,B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,"Floor Structural Frame, Steel Framing Bracing",,Associated Masterformat Sections: 05 10 00 ,100,See B10,,,36
78,B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,"Floor Structural Frame, Steel Framing Bracing",,Associated Masterformat Sections: 05 10 00 ,200,See B1010,,,36
79,B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,"Floor Structural Frame, Steel Framing Bracing",,Associated Masterformat Sections: 05 10 00 ,300,"Inclusions
• Type of brace (e.g., cable, rod, section, etc.)",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/656.png,,36
80,B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,"Floor Structural Frame, Steel Framing Bracing",,Associated Masterformat Sections: 05 10 00 ,350,"Inclusions
• Connection details
• Actual elevations and location of member connections
• Main elements of typical connections applied to all
structural steel connections such as base plates, gusset
plates, anchor rods, etc.
• Any miscellaneous steel members with correct size,
shape, orientation and material",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/661.png,,37
81,B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,"Floor Structural Frame, Steel Framing Bracing",,Associated Masterformat Sections: 05 10 00 ,400,"Inclusions
• Welds
• Clevis
• Bolts, washers, nuts, etc.
• All assembly elements",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/662.png,,37
72,B1010.10.40 / 21-02 10 10 10 40 / Ss 20 20 75 80,"Floor Structural Frame, Steel Framing Beams",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,100,"Inclusions:
• Abstraction of beam as box",,,35
73,B1010.10.40 / 21-02 10 10 10 40 / Ss 20 20 75 80,"Floor Structural Frame, Steel Framing Beams",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,200,"Inclusions:
• General shape",,,35
74,B1010.10.40 / 21-02 10 10 10 40 / Ss 20 20 75 80,"Floor Structural Frame, Steel Framing Beams",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,300,"Inclusions:
• Specific section type and size
• Nominal size and shape of penetrations of any size",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/654.png,,36
75,B1010.10.40 / 21-02 10 10 10 40 / Ss 20 20 75 80,"Floor Structural Frame, Steel Framing Beams",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,350,"Inclusions:
• Member connections such as, base plates and gusset
plates, anchor rods
• Actual size of penetrations
• Reinforcement of penetrations
• Stiffeners
• Connection details
• Cap plates",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/655.png,,36
76,B1010.10.40 / 21-02 10 10 10 40 / Ss 20 20 75 80,"Floor Structural Frame, Steel Framing Beams",,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,400,"Inclusions
• Welds
• Coping of members
• Bent plates, cap pates, etc.
• Bolts, washers, nuts, etc.
• All assembly elements",,,36
62,B1010.10.20 / 21-02 10 10 10 20 / Ss 25 13 50,"Floor Structural Frame, Masonry",,Associated Masterformat Sections: 04 20 00 ,100,See B10,,,34
63,B1010.10.20 / 21-02 10 10 10 20 / Ss 25 13 50,"Floor Structural Frame, Masonry",,Associated Masterformat Sections: 04 20 00 ,200,Se B1010,,,34
64,B1010.10.20 / 21-02 10 10 10 20 / Ss 25 13 50,"Floor Structural Frame, Masonry",,Associated Masterformat Sections: 04 20 00 ,300,"Inclusions:
• Overall Geometry
• Openings with any dimension greater than 6” (15 cm) or
as noted",,,34
65,B1010.10.20 / 21-02 10 10 10 20 / Ss 25 13 50,"Floor Structural Frame, Masonry",,Associated Masterformat Sections: 04 20 00 ,350,"Inclusions
• All penetrations, modeled to rough opening dimensions.
• Anchor elements
• Exposed embeds
• Lintels
• Dowels
• Post-tension anchor points.
• Critical structural zones such as zones that cannot be
penetrated or cut
• Expansion joints
• Lifting points
• Bond beams",,,34
66,B1010.10.20 / 21-02 10 10 10 20 / Ss 25 13 50,"Floor Structural Frame, Masonry",,Associated Masterformat Sections: 04 20 00 ,400,"Inclusions:
• Waterproofing
• Coursing
• Reinforcements",,,34
92,B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,Floor Structural Frame (Wood Floor Trusses),,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,100,See B10,,,39
93,B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,Floor Structural Frame (Wood Floor Trusses),,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,200,"Inclusions:
• Element envelope",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/676.png,,39
94,B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,Floor Structural Frame (Wood Floor Trusses),,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,300,"Inclusions
• Joist size, depth, slope
• Spacing and end elevations
• Joist seat depth",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/677.png,,39
95,B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,Floor Structural Frame (Wood Floor Trusses),,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,350,"Inclusions
• Actual final joist profile locations with accurate panel
points
• Joist bridging and lateral braces.
• Joist seat width
• Erection details for installation
• Chord and web member section profiles
• Non-standard joist seat depths and\or sloping joist
seat",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/678.png,,39
96,B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,Floor Structural Frame (Wood Floor Trusses),,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,400,"Inclusions
• Connection plates
• Anchorage
• Elements required for proper installation",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/683.png,,40
47,B1010.10.10 / 21-02 10 10 10 10 / Ss 30 12 85 18,Floor Structural Frame (Concrete),,Associated Masterformat Sections: 03 30 00 / 03 40 00 ,100,See B1010,,,30
48,B1010.10.10 / 21-02 10 10 10 10 / Ss 30 12 85 18,Floor Structural Frame (Concrete),,Associated Masterformat Sections: 03 30 00 / 03 40 00 ,200,See B1010,,,31
49,B1010.10.10 / 21-02 10 10 10 10 / Ss 30 12 85 18,Floor Structural Frame (Concrete),,Associated Masterformat Sections: 03 30 00 / 03 40 00 ,300,"Inclusions:
• Overall size, thickness, and geometry of elements
• Openings with any dimension greater than 6” (15 cm) or
as noted
• Slab depressions
• Surface slopes",,,31
50,B1010.10.10 / 21-02 10 10 10 10 / Ss 30 12 85 18,Floor Structural Frame (Concrete),,Associated Masterformat Sections: 03 30 00 / 03 40 00 ,350,"Inclusions
• All penetrations, modeled to rough opening dimensions.
• Pour joints
• Control joints
• Expansion joints
• Anchor elements
• Embeds
• Dowels
• Post-tension anchor points.",,,31
51,B1010.10.10 / 21-02 10 10 10 10 / Ss 30 12 85 18,Floor Structural Frame (Concrete),,Associated Masterformat Sections: 03 30 00 / 03 40 00 ,400,"Inclusions:
• Shear reinforcing and stud rails
• All reinforcement
• Chamfer
• Camber",,,31
97,B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,100,See B1010,,,40
98,B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,200,See B1010,,,40
99,B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,,40
100,B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,350,"Inclusions:
• All framing members including braces, kickers, etc.
• Openings at rough opening dimensions",,,40
101,B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,400,"Inclusions:
• Fasteners",,,40
102,B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,100,See B1010,,,41
103,B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,200,See B1010,,,41
104,B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,,41
105,B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,350,"Inclusions:
• Splices and end laps
• Embeds and structural connection points
• Actual deck profile and flute locations per manufacturer
• All miscellaneous framing including braces, kickers, etc.
• Openings at rough opening dimensions",,,41
106,B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,400,"Element modeling to include:
• Framing accessories and fasteners
• Welds",,,41
112,B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,"Floor Decks, Slabs, and Toppings (Concrete)",,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,100,See B1010,,,42
113,B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,"Floor Decks, Slabs, and Toppings (Concrete)",,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,200,See B1010,,,42
114,B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,"Floor Decks, Slabs, and Toppings (Concrete)",,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• Changes of material
• Edge locations
• Framing members",,,42
115,B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,"Floor Decks, Slabs, and Toppings (Concrete)",,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,350,"Inclusions
• Chamfer
• Expansion Joints
• Embeds and anchor rods
• Locations of post-tension tendons
• Openings with any dimension greater than 6” (15 cm) or
as noted
• Shear reinforcing and stud rails",,,42
116,B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,"Floor Decks, Slabs, and Toppings (Concrete)",,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,400,"Inclusions
• Reinforcement",,,42
107,B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",,Associated Masterformat Sections: 06 73 00 ,100,See B1010,,,41
108,B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",,Associated Masterformat Sections: 06 73 00 ,200,See B1010,,,41
109,B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",,Associated Masterformat Sections: 06 73 00 ,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,,41
110,B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",,Associated Masterformat Sections: 06 73 00 ,350,"Inclusions:
• Splices and end laps
• Embeds and structural connection points
• Actual deck profile and flute locations per manufacturer
• All miscellaneous framing including braces, kickers, etc.
• Openings at rough opening dimensions",,,42
111,B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",,Associated Masterformat Sections: 06 73 00 ,400,"Inclusions:
• Framing accessories and fasteners
• Welds",,,42
45,B1010 / 21-02 10 10 / Ss 30 12,Floor Construction,,Associated Masterformat Sections: 01 83 13 ,100,"Inclusions
• Level defined (elevation approximate)",,,30
46,B1010 / 21-02 10 10 / Ss 30 12,Floor Construction,,Associated Masterformat Sections: 01 83 13 ,200,"Inclusions
• Element envelope",,,30
594,E2010 / 21-05 20 10 / Ss 40 45,Fixed Furnishings,,Associated Masterformat Sections: ,100,See E20,,,167
595,E2010 / 21-05 20 10 / Ss 40 45,Fixed Furnishings,,Associated Masterformat Sections: ,200,"Inclusions
• Generic model elements with approximate size.",,,168
596,E2010 / 21-05 20 10 / Ss 40 45,Fixed Furnishings,,Associated Masterformat Sections: ,300,"Inclusions
• Model element with as-designed dimensions",,,168
479,D4010 / 21-04 40 10 / Ss 55 30,Fire Suppression,Includes: Fire Suppression Supplementary Components as appropriate. ,Associated Masterformat Sections: 01 86 13 / 21 00 00 ,100,See D40,,,137
480,D4010 / 21-04 40 10 / Ss 55 30,Fire Suppression,Includes: Fire Suppression Supplementary Components as appropriate. ,Associated Masterformat Sections: 01 86 13 / 21 00 00 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and location of
mains and risers.",,,137
486,D4030 / 21-04 40 30 / Ss 55 30,Fire Protection Specialties,Includes: Firefighting devices and storage cabinets except devices connected to a fire suppression system. ,Associated Masterformat Sections: 10 44 00 ,100,See D40,,,139
487,D4030 / 21-04 40 30 / Ss 55 30,Fire Protection Specialties,Includes: Firefighting devices and storage cabinets except devices connected to a fire suppression system. ,Associated Masterformat Sections: 10 44 00 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and location of
components.",,,139
488,D4030.10 / 21-04 40 30 10 / Pr 80 77 28 28,Fire Protection Cabinets,,Associated Masterformat Sections: 10 44 13 ,100,See D40,,,139
489,D4030.10 / 21-04 40 30 10 / Pr 80 77 28 28,Fire Protection Cabinets,,Associated Masterformat Sections: 10 44 13 ,200,See D4030,,,139
490,D4030.10 / 21-04 40 30 10 / Pr 80 77 28 28,Fire Protection Cabinets,,Associated Masterformat Sections: 10 44 13 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of
components.
• Approximate allowances for clearances required for all specified
hangers, supports, vibration and seismic control that are to be
utilized in the layout of all components.
• Access/code clearance requirements modeled.",,,139
491,D4030.10 / 21-04 40 30 10 / Pr 80 77 28 28,Fire Protection Cabinets,,Associated Masterformat Sections: 10 44 13 ,350,"Inclusions:
• actual size, shape, spacing, and location/connections of
components.
• Actual size, shape, spacing, and clearances required for all
hangers, supports, vibration and seismic control that are utilized
in the layout of all components.
• Actual access/code clearance requirements modeled.",,,140
492,D4030.10 / 21-04 40 30 10 / Pr 80 77 28 28,Fire Protection Cabinets,,Associated Masterformat Sections: 10 44 13 ,400,"Inclusions:
• Supplementary components added to the model required for
fabrication and field installation.",,,140
