"entity_type","sk","pk","workout_data_sport_id","workout_data_score_strain","workout_data_score_average_heart_rate","workout_data_score_kilojoule","workout_data_score_altitude_gain_meter","workout_data_score_altitude_change_meter","workout_data_score_zone_duration_zone_one_milli","workout_data_score_zone_duration_zone_three_milli","workout_data_score_zone_duration_zone_two_milli","workout_data_score_zone_duration_zone_zero_milli","workout_data_score_zone_duration_zone_five_milli","workout_data_score_zone_duration_zone_four_milli","workout_data_score_max_heart_rate","workout_data_score_percent_recorded","workout_data_score_distance_meter","workout_data_updated_at","workout_data_user_id","workout_data_score_state","workout_data_timezone_offset","workout_data_start","workout_data_created_at","workout_data_end","workout_data_id","workout_data_score","year","month","day"
"WhoopWorkout","2023-11-07T08:37:28.827000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","45","9.3964","120","1875.0717","0.0","0.0","497955","1193970","2376354","0","0","102861","154","100","0.0","2023-11-07T08:38:21.381000+00:00","12960001","SCORED","+10:30","2023-11-07T07:27:57.124000+00:00","2023-11-07T08:37:28.827000+00:00","2023-11-07T08:37:28.030000+00:00","826290748",,"2023","11","07"
"WhoopWorkout","2023-12-30T08:36:15.061000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","34","10.6233","147","1605.038","0.0","0.0","18303","1251590","283587","0","0","515264","167","100","0.0","2023-12-30T08:36:18.881000+00:00","12960001","SCORED","+10:30","2023-12-30T07:45:00.857000+00:00","2023-12-30T08:36:15.061000+00:00","2023-12-30T08:19:29.563000+00:00","877143058",,"2023","12","30"
"WhoopWorkout","2024-01-19T23:16:12.744000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","235","11.5731","123","2482.6533","0.0","0.0","355719","1999500","1998536","0","0","324919","155","100","0.0","2024-01-20T02:07:47.897000+00:00","12957398","SCORED","+10:30","2024-01-19T21:39:00.495000+00:00","2024-01-19T23:16:12.744000+00:00","2024-01-19T22:56:59.131000+00:00","900569480",,"2024","01","19"
"WhoopWorkout","2023-12-02T05:34:47.427000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","52","8.0855","123","1425.3217","0.0","0.0","591228","593127","2004329","50950","0","0","156","100","0.0","2023-12-02T05:34:51.203000+00:00","12960001","SCORED","+10:30","2023-12-02T04:22:30.217000+00:00","2023-12-02T05:34:47.427000+00:00","2023-12-02T05:16:29.812000+00:00","850114747",,"2023","12","02"
"WhoopWorkout","2024-01-28T02:39:45.998000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","-1","5.1392","109","446.1099","0.0","0.0","489344","17303","559482","192261","0","0","142","100","0.0","2024-01-28T02:39:49.593000+00:00","12960001","SCORED","+10:30","2024-01-28T01:58:30.731000+00:00","2024-01-28T02:39:45.998000+00:00","2024-01-28T02:19:29.083000+00:00","910273987",,"2024","01","28"
"WhoopWorkout","2023-12-17T02:21:23.786000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","64","14.1894","130","4028.7405","0.0","0.0","2117801","2638793","1639990","57678","0","1015126","175","100","0.0","2023-12-17T02:21:28.201000+00:00","12960001","SCORED","+10:30","2023-12-16T23:39:00.639000+00:00","2023-12-17T02:21:23.786000+00:00","2023-12-17T01:43:29.988000+00:00","864521912",,"2023","12","17"
"WhoopWorkout","2023-11-11T00:53:46.693000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","-1","7.9946","127","791.47925","0.0","0.0","114395","251863","493187","0","80749","319153","181","100","0.0","2023-11-11T00:53:50.313000+00:00","12957398","SCORED","+10:30","2023-11-11T00:15:00.118000+00:00","2023-11-11T00:53:46.693000+00:00","2023-11-11T00:35:59.427000+00:00","829999211",,"2023","11","11"
"WhoopWorkout","2023-11-05T22:54:41.078000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","1","6.1846","98","903.2347","0.0","0.0","1372706","315308","1166035","1333370","0","30761","155","100","0.0","2023-11-05T22:58:41.072000+00:00","12957398","SCORED","+10:30","2023-11-05T21:44:22.763000+00:00","2023-11-05T22:54:41.078000+00:00","2023-11-05T22:54:41.068000+00:00","825000324",,"2023","11","05"
"WhoopWorkout","2024-01-29T13:02:35.895000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","45","4.8085","92","403.96237","0.0","0.0","536396","0","424896","927686","0","0","133","100","0.0","2024-01-29T13:08:34.855000+00:00","12960001","SCORED","+10:30","2024-01-29T12:13:30.463000+00:00","2024-01-29T13:02:35.895000+00:00","2024-01-29T12:44:59.402000+00:00","911948803",,"2024","01","29"
"WhoopWorkout","2023-11-27T12:34:12.430000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","17","15.0419","135","3158.5525","0.0","0.0","390274","729635","1023825","0","649850","1524624","177","100","0.0","2023-11-27T12:36:12.712000+00:00","12957398","SCORED","+10:30","2023-11-27T11:09:00.870000+00:00","2023-11-27T12:34:12.430000+00:00","2023-11-27T12:20:59.039000+00:00","845583561",,"2023","11","27"
"WhoopWorkout","2024-01-15T10:53:33.043000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","17","17.5214","133","4887.553","0.0","0.0","730617","1203532","2028338","38568","1189118","1788012","186","100","0.0","2024-01-15T12:30:04.092000+00:00","12957398","SCORED","+09:30","2024-01-15T08:54:00.085000+00:00","2024-01-15T10:53:33.043000+00:00","2024-01-15T10:53:33.802000+00:00","895111907",,"2024","01","15"
"WhoopWorkout","2023-11-12T20:01:56.819000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_workout","44","5.4318","87","1106.8939","0.0","0.0","5113210","380678","1759169","7635680","0","0","134","100","0.0","2023-11-13T04:40:53.198000+00:00","12800706","SCORED","-10:00","2023-11-12T19:03:30.789000+00:00","2023-11-12T20:01:56.819000+00:00","2023-11-12T23:11:39.806000+00:00","831723399",,"2023","11","12"
"WhoopWorkout","2023-11-28T10:04:35.527000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","45","11.5593","129","2470.8918","0.0","0.0","616198","1704402","1896684","95170","0","276856","164","100","0.0","2023-11-28T10:04:39.519000+00:00","12960001","SCORED","+10:30","2023-11-28T08:33:00.631000+00:00","2023-11-28T10:04:35.527000+00:00","2023-11-28T09:49:29.903000+00:00","846423302",,"2023","11","28"
"WhoopWorkout","2023-11-07T01:06:49.518000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_workout","-1","8.9532","115","1097.4862","0.0","0.0","262422","1313122","2006259","5768","0","11537","142","100","0.0","2023-11-07T01:06:53.325000+00:00","12800706","SCORED","-10:00","2023-11-06T23:46:30.830000+00:00","2023-11-07T01:06:49.518000+00:00","2023-11-07T00:46:29.899000+00:00","826049753",,"2023","11","07"
"WhoopWorkout","2023-11-06T15:05:21.370000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_workout","18","6.578","127","449.66986","0.0","0.0","0","581591","475887","0","0","143234","153","100","0.0","2023-11-06T15:13:28.057000+00:00","12937797","SCORED","-08:00","2023-11-06T14:45:00+00:00","2023-11-06T15:05:21.370000+00:00","2023-11-06T15:05:00+00:00","825672620",,"2023","11","06"
"WhoopWorkout","2023-12-01T22:53:45.615000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","-1","12.8321","133","1958.036","0.0","0.0","1554474","282609","323962","0","332599","835376","183","100","0.0","2023-12-01T22:53:49.858000+00:00","12960001","SCORED","+10:30","2023-12-01T21:39:00.725000+00:00","2023-12-01T22:53:45.615000+00:00","2023-12-01T22:34:29.706000+00:00","849961106",,"2023","12","01"
"WhoopWorkout","2023-11-19T22:27:08.066000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_workout","63",,,,,,,,,,,,,,,"2023-11-23T07:29:36.480000+00:00","12800706","UNSCORABLE","-10:00","2023-11-19T18:03:51.514000+00:00","2023-11-19T22:27:08.066000+00:00","2023-11-19T18:37:27.603000+00:00","838559458",,"2023","11","19"
"WhoopWorkout","2024-01-15T18:35:30.938000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_workout","96",,,,,,,,,,,,,,,"2024-01-19T18:38:15.184000+00:00","12800706","UNSCORABLE","-10:00","2024-01-15T18:11:05.879000+00:00","2024-01-15T18:35:30.938000+00:00","2024-01-15T18:35:23.461000+00:00","895639669",,"2024","01","15"
"WhoopWorkout","2024-01-10T18:44:47.861000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_workout","96",,,,,,,,,,,,,,,"2024-01-14T18:45:21.545000+00:00","12800706","UNSCORABLE","-08:00","2024-01-10T16:02:14.283000+00:00","2024-01-10T18:44:47.861000+00:00","2024-01-10T16:05:36.060000+00:00","889928479",,"2024","01","10"
"WhoopWorkout","2024-01-25T21:44:31.606000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","18","10.7163","123","2292.5396","0.0","0.0","993978","1222771","1659203","152886","0","109572","163","100","0.0","2024-01-25T21:44:35.564000+00:00","12960001","SCORED","+10:30","2024-01-25T20:07:30.955000+00:00","2024-01-25T21:44:31.606000+00:00","2024-01-25T21:16:29.326000+00:00","907677034",,"2024","01","25"
"WhoopWorkout","2023-11-03T23:54:59.733000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","63","10.0448","123","1755.7158","0.0","0.0","118241","1347660","1545770","0","69214","158599","168","100","0.0","2023-11-04T00:40:14.953000+00:00","12957398","SCORED","+10:30","2023-11-03T22:33:00.421000+00:00","2023-11-03T23:54:59.733000+00:00","2023-11-03T23:26:59.866000+00:00","823151798",,"2023","11","03"
"WhoopWorkout","2023-11-13T07:00:07.086000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","235","9.5361","124","1492.0516","0.0","0.0","205719","1145878","944040","0","0","313381","152","100","0.0","2023-11-13T07:12:18.581000+00:00","12957398","SCORED","+10:30","2023-11-13T06:03:00.324000+00:00","2023-11-13T07:00:07.086000+00:00","2023-11-13T06:46:29.302000+00:00","832020639",,"2023","11","13"
"WhoopWorkout","2023-11-17T11:07:00.936000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","-1","8.3525","114","1493.4933","0.0","0.0","545046","819977","2080284","0","0","63446","154","100","0.0","2023-11-17T11:07:04.994000+00:00","12957398","SCORED","+10:30","2023-11-17T09:51:00.656000+00:00","2023-11-17T11:07:00.936000+00:00","2023-11-17T10:49:29.370000+00:00","836139448",,"2023","11","17"
"WhoopWorkout","2024-01-11T21:47:58.311000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","18","6.9808","117","1044.137","0.0","0.0","920009","608508","879597","289354","0","1923","157","100","0.0","2024-01-11T21:48:02.061000+00:00","12960001","SCORED","+10:30","2024-01-11T20:45:00.384000+00:00","2024-01-11T21:47:58.311000+00:00","2024-01-11T21:29:59.736000+00:00","891222555",,"2024","01","11"
"WhoopWorkout","2024-01-09T21:38:26.020000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","18","9.2323","121","1680.9681","0.0","0.0","888249","1381380","1040140","514337","0","44221","162","100","0.0","2024-01-09T21:38:30.745000+00:00","12960001","SCORED","+10:30","2024-01-09T20:18:00.945000+00:00","2024-01-09T21:38:26.020000+00:00","2024-01-09T21:22:29.233000+00:00","888870625",,"2024","01","09"
"WhoopWorkout","2023-12-31T02:29:02.405000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_workout","34","8.8866","125","1533.7576","0.0","0.0","772931","1276615","982457","117280","0","0","151","100","0.0","2023-12-31T02:29:06.158000+00:00","12960001","SCORED","+10:30","2023-12-31T01:22:30.037000+00:00","2023-12-31T02:29:02.405000+00:00","2023-12-31T02:14:59.281000+00:00","877988378",,"2023","12","31"
"WhoopWorkout","2023-11-06T04:19:18.228000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_workout","1","8.5056","145","702.05945","0.0","0.0","0","237441","66370","0","153808","357606","169","100","0.0","2023-11-06T04:22:30.525000+00:00","12957398","SCORED","+10:30","2023-11-06T04:05:42.903000+00:00","2023-11-06T04:19:18.228000+00:00","2023-11-06T04:19:18.420000+00:00","825118168",,"2023","11","06"
