"entity_type","cycle_data_score_strain","cycle_data_score_average_heart_rate","cycle_data_score_kilojoule","cycle_data_score_max_heart_rate","cycle_data_updated_at","cycle_data_user_id","cycle_data_score_state","cycle_data_timezone_offset","cycle_data_start","cycle_data_created_at","cycle_data_end","cycle_data_id","sk","pk","year","month","day"
"WhoopCycle","4.8295374","55","7577.019","134","2024-01-11T20:02:12.643000+00:00","12960001","SCORED","+10:30","2024-01-10T12:38:34.668000+00:00","2024-01-10T21:20:03.231000+00:00","2024-01-11T13:15:42.413000+00:00","490909431","2024-01-10T21:20:03.231000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","10"
"WhoopCycle","13.063588","77","7692.9536","155","2023-12-04T14:42:17.974000+00:00","12937797","SCORED","-08:00","2023-12-03T06:49:40.484000+00:00","2023-12-03T15:16:25.131000+00:00","2023-12-04T06:26:38.559000+00:00","469756913","2023-12-03T15:16:25.131000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","03"
"WhoopCycle","5.350728","79","2736.8208","135","2024-01-06T22:25:42.683000+00:00","12937797","SCORED","-08:00","2024-01-04T08:00:00+00:00","2024-01-04T15:42:50.578000+00:00","2024-01-05T02:00:00+00:00","487273538","2024-01-04T15:42:50.578000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2024","01","04"
"WhoopCycle","4.171563","55","7072.4434","109","2024-01-25T19:28:08.987000+00:00","12960001","SCORED","+10:30","2024-01-24T12:33:01.910000+00:00","2024-01-24T21:28:21.926000+00:00","2024-01-25T12:13:40.135000+00:00","499444628","2024-01-24T21:28:21.926000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","24"
"WhoopCycle","8.612438","74","6102.3506","153","2023-12-05T10:29:33.854000+00:00","12937797","SCORED","-08:00","2023-12-04T06:26:38.559000+00:00","2023-12-04T14:42:12.688000+00:00","2023-12-05T06:06:21.683000+00:00","470315069","2023-12-04T14:42:12.688000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","04"
"WhoopCycle","6.433497","59","7573.1626","144","2024-01-22T20:39:03.894000+00:00","12960001","SCORED","+10:30","2024-01-21T13:18:47.410000+00:00","2024-01-21T20:58:38.066000+00:00","2024-01-22T12:28:38.630000+00:00","497567137","2024-01-21T20:58:38.066000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","21"
"WhoopCycle","0.0","0","0.0","0","2024-01-08T10:01:31.088000+00:00","12800706","SCORED","-10:00","2024-01-01T10:00:00+00:00","2024-01-01T20:07:47.299000+00:00","2024-01-02T10:00:00+00:00","485577489","2024-01-01T20:07:47.299000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_cycle","2024","01","01"
"WhoopCycle","13.516469","76","8149.758","152","2023-12-12T07:12:14.188000+00:00","12937797","SCORED","-08:00","2023-12-10T07:04:36.376000+00:00","2023-12-10T14:55:26.911000+00:00","2023-12-11T08:00:00+00:00","473512633","2023-12-10T14:55:26.911000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","10"
"WhoopCycle","6.8976398","73","6288.4194","141","2023-12-06T15:02:34.467000+00:00","12937797","SCORED","-08:00","2023-12-05T06:06:21.683000+00:00","2023-12-05T10:29:28.718000+00:00","2023-12-06T05:46:59.745000+00:00","470650558","2023-12-05T10:29:28.718000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","05"
"WhoopCycle","6.893802","60","7679.1562","152","2024-01-29T21:47:13.147000+00:00","12960001","SCORED","+10:30","2024-01-28T14:10:55.692000+00:00","2024-01-28T18:35:01.671000+00:00","2024-01-29T13:17:28.934000+00:00","501860777","2024-01-28T18:35:01.671000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","28"
"WhoopCycle","7.087488","69","8491.299","124","2024-01-17T20:53:16.096000+00:00","12957398","SCORED","+10:30","2024-01-16T13:07:52.843000+00:00","2024-01-16T20:43:26.458000+00:00","2024-01-17T13:14:24.002000+00:00","494519000","2024-01-16T20:43:26.458000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","16"
"WhoopCycle","8.539112","87","5378.777","158","2023-12-21T11:49:51.177000+00:00","12937797","SCORED","-08:00","2023-12-20T08:00:00+00:00","2023-12-20T15:01:57.705000+00:00","2023-12-21T07:03:27.709000+00:00","478968577","2023-12-20T15:01:57.705000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","20"
"WhoopCycle","8.764759","69","8205.474","161","2024-01-16T20:43:31.657000+00:00","12957398","SCORED","+10:30","2024-01-15T12:52:22.228000+00:00","2024-01-15T20:41:48.568000+00:00","2024-01-16T13:07:52.843000+00:00","493906891","2024-01-15T20:41:48.568000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","15"
"WhoopCycle","4.827402","63","6260.8135","128","2024-01-14T17:45:27.532000+00:00","12960001","SCORED","+10:30","2024-01-13T15:44:32.862000+00:00","2024-01-13T21:50:42.090000+00:00","2024-01-14T12:10:17.804000+00:00","492713863","2024-01-13T21:50:42.090000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","13"
"WhoopCycle","5.5907707","73","7566.712","137","2024-01-18T22:23:07.177000+00:00","12957398","SCORED","+10:30","2024-01-17T13:14:24.002000+00:00","2024-01-17T20:53:10.714000+00:00","2024-01-18T11:26:02.885000+00:00","495137636","2024-01-17T20:53:10.714000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","17"
"WhoopCycle","7.069158","113","2483.11","150","2023-12-01T17:11:37.350000+00:00","12800706","SCORED","-10:00","2023-11-29T10:00:00+00:00","2023-11-29T17:45:51.316000+00:00","2023-12-01T10:00:00+00:00","467710348","2023-11-29T17:45:51.316000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_cycle","2023","11","29"
"WhoopCycle","10.890649","71","14737.133","137","2024-01-08T10:24:58.433000+00:00","12957398","SCORED","+10:30","2024-01-06T13:24:31.339000+00:00","2024-01-06T20:45:39.542000+00:00","2024-01-08T04:41:18.295000+00:00","488510851","2024-01-06T20:45:39.542000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","06"
"WhoopCycle","13.579962","77","9146.623","172","2024-01-22T16:33:38.701000+00:00","12957398","SCORED","+10:30","2024-01-21T12:50:06.719000+00:00","2024-01-21T20:28:37.814000+00:00","2024-01-22T11:42:37.131000+00:00","497562559","2024-01-21T20:28:37.814000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","21"
"WhoopCycle","5.5178556","67","7868.175","134","2024-01-23T20:32:16.366000+00:00","12957398","SCORED","+10:30","2024-01-22T11:42:37.131000+00:00","2024-01-22T16:33:33.511000+00:00","2024-01-23T13:25:48.646000+00:00","498135943","2024-01-22T16:33:33.511000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","22"
"WhoopCycle","0.0","0","0.0","0","2024-01-17T08:00:48.931000+00:00","12800706","SCORED","-08:00","2024-01-10T08:00:00+00:00","2024-01-10T16:02:08.037000+00:00","2024-01-11T08:00:00+00:00","490846774","2024-01-10T16:02:08.037000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_cycle","2024","01","10"
"WhoopCycle","0.045291863","76","252.839","108","2023-12-31T06:36:31.041000+00:00","12800706","SCORED","-10:00","2023-12-21T10:00:00+00:00","2023-12-22T09:00:42.337000+00:00","2023-12-22T10:00:00+00:00","479780902","2023-12-22T09:00:42.337000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_cycle","2023","12","22"
"WhoopCycle","6.040778","75","7692.0327","120","2024-01-13T18:08:04.418000+00:00","12957398","SCORED","+11:00","2024-01-12T10:26:57.262000+00:00","2024-01-12T21:23:14.306000+00:00","2024-01-13T11:51:30.983000+00:00","492113499","2024-01-12T21:23:14.306000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","12"
"WhoopCycle","5.8552527","59","7402.2783","142","2024-01-30T17:59:13.537000+00:00","12960001","SCORED","+10:30","2024-01-29T13:17:28.934000+00:00","2024-01-29T21:47:08.013000+00:00","2024-01-30T12:32:11.407000+00:00","502527173","2024-01-29T21:47:08.013000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","29"
"WhoopCycle","7.870113","70","7557.93","150","2024-01-20T21:14:52.546000+00:00","12960001","SCORED","+10:30","2024-01-19T14:05:22.870000+00:00","2024-01-19T18:39:53.724000+00:00","2024-01-20T12:24:01.041000+00:00","496335825","2024-01-19T18:39:53.724000Z","user#c4e2b886-7072-4fcc-8999-28848cec144d#whoop_cycle","2024","01","19"
"WhoopCycle","14.987064","86","8767.109","141","2023-11-19T22:27:13.339000+00:00","12800706","SCORED","-10:00","2023-11-15T08:40:16.816000+00:00","2023-11-15T14:03:41.422000+00:00","2023-11-16T07:45:12.524000+00:00","460277080","2023-11-15T14:03:41.422000Z","user#488e8420-a2d0-4055-8a70-4c3a542ca526#whoop_cycle","2023","11","15"
"WhoopCycle","20.435463","82","17067.74","186","2024-01-15T20:41:53.776000+00:00","12957398","SCORED","+10:30","2024-01-14T11:43:15.794000+00:00","2024-01-14T21:57:59.291000+00:00","2024-01-15T12:52:22.228000+00:00","493311754","2024-01-14T21:57:59.291000Z","user#4f8aa7f7-dec9-4d29-a395-d27ade8f2441#whoop_cycle","2024","01","14"
"WhoopCycle","7.733572","72","6495.929","152","2023-12-08T14:23:28.738000+00:00","12937797","SCORED","-08:00","2023-12-07T06:23:34.076000+00:00","2023-12-07T14:22:31.809000+00:00","2023-12-08T06:35:16.201000+00:00","471939743","2023-12-07T14:22:31.809000Z","user#cbc30698-c736-42c4-95e9-434a4de3f234#whoop_cycle","2023","12","07"
