"PROGRAM_USERID","2890","2891","3334","3335","3336","3337","6706","6707","6731","6732","6733","7842","7843","7844","13474","13475","14018","14093","14094","29551","34694","37313","37314","37319","37320","37321","37322","37323","37324","37416","37417","37418","37516","37517"
252691,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"0","1","1",NA,NA,"1","2","2","1","1",NA,NA,"1","1","1","1",NA,NA,"1","1","1",NA,NA
252842,NA,NA,"4","4","4","4","1","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","2",NA,NA,"1","1","1","2",NA,NA,"1","1","2",NA,NA
252843,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"0","2","2",NA,NA,"1","1","1","1","1",NA,NA,"1","2","1","1",NA,NA,"1","3","3",NA,NA
252844,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,"4","2","3","4","2",NA,NA,"2","1","4","4","4","3","3","2","3",NA,NA
252890,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4","4",NA,NA,"2","1","4","2","3","4","1","2","3",NA,NA
252940,NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,"2","3","4",NA,NA,"2","4","2","2","1",NA,NA,"3","2","3","1",NA,NA,"1","2","2",NA,NA
253072,NA,NA,"4","4","4","4","1","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","2","1",NA,NA,"1","1","2","2",NA,NA,"2","3","1",NA,NA
253073,NA,NA,NA,NA,NA,NA,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1","2",NA,NA,"1","1","2","3",NA,NA,"2","1","1","3","3"
253074,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"2","3","4",NA,NA,"1","2","2","1","3",NA,NA,"1","2","3","1",NA,NA,"3","2","2",NA,NA
253116,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","4","3","3","4","3","4","3","4","3",NA,NA,"2","3","1",NA,NA
253215,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"2","2","4",NA,NA,"1","2","2","1","2",NA,NA,"1","1","1","1",NA,NA,"3","3","3",NA,NA
253465,NA,NA,NA,NA,NA,NA,"1","3",NA,NA,NA,"2","2","2",NA,NA,"2","2","2","2","1",NA,NA,"1","2","3","2",NA,NA,"2","3","1",NA,NA
253467,NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,"2","2","4",NA,NA,"1",NA,NA,"1","1",NA,NA,"1","2","2","1",NA,NA,"1","2","1",NA,NA
253477,NA,NA,NA,NA,NA,NA,"2","4",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","3","2","3",NA,NA,"4","3","3","4",NA,NA,"2","3","3","3","4"
253511,NA,NA,NA,NA,NA,NA,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2","2","3","3","3","4","2","1","3",NA,NA,"2","2","1",NA,NA
253551,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","1","1","2","3","1","1","1","2",NA,NA,"1","2","2",NA,NA
253597,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","2",NA,NA,"4","3","3","3",NA,NA,"3","2","2","3","4"
253598,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","3","1","1",NA,NA,"3","2","3","2",NA,NA,"1","2","1",NA,NA
253631,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"2","2","4",NA,NA,"3","1","2","2","2",NA,NA,"3","2","1","1",NA,NA,"1","3","2",NA,NA
253673,NA,NA,"3","4","4","4","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2","2",NA,NA,"3","3","4","1",NA,NA,"1","2","3",NA,NA
253674,NA,NA,NA,NA,NA,NA,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","1","3","2",NA,NA,"1","2","2","1","2","2","1","3","2",NA,NA
254033,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,"2","2","1","1","2","0","1",NA,NA,"1","1","1","2",NA,NA,"1","2","2",NA,NA
254561,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2","1",NA,NA,"3","3","2","2","3",NA,NA
254647,NA,NA,"2","4","4","3","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1","1",NA,NA,"2","1","1","2",NA,NA,"1","1","1",NA,NA
254699,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"1","2","1",NA,NA,"0","2","2","1","1",NA,NA,"1","2","1","1",NA,NA,"1","1","2",NA,NA
254928,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,"2","2","4",NA,NA,"2","3","2","2","1",NA,NA,"1","1","3","1",NA,NA,"2","2","2",NA,NA
255114,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"1","1","4",NA,NA,"1","2","2","0","2",NA,NA,"1","1","1","1",NA,NA,"1","1","1",NA,NA
255164,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"3","3","1",NA,NA,"2","2","3","1","1",NA,NA,"2","2","1","3",NA,NA,"2","3","2",NA,NA
256070,NA,NA,NA,NA,NA,NA,"1","2","3","2","2",NA,NA,NA,NA,NA,"2","1","2","2","1",NA,NA,"3","1","3","2",NA,NA,"1","3","1",NA,NA
256370,NA,NA,NA,NA,NA,NA,"1","4",NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","4","3",NA,NA,"2","2","3","2",NA,NA,"2","3","3","4","4"
257149,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","1","1","1","1","1","1","1",NA,NA,"1","1","1",NA,NA
257153,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,"2","2","3","1","1",NA,NA,"2","1","3","1","3","2","2","2","2",NA,NA
257182,NA,NA,NA,NA,NA,NA,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","3","2","2","1",NA,NA,"2","2","2","1",NA,NA,"1","2","2","4","3"
257289,NA,NA,"4","4","4","4","2","4",NA,NA,NA,NA,NA,NA,NA,NA,"2","3","2","3","2",NA,NA,"3","2","3","2",NA,NA,"2","2","2",NA,NA
257721,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,"4","2","4",NA,NA,"3","3","4","1","2",NA,NA,"1","2","3","2",NA,NA,"2","2","3",NA,NA
259154,NA,NA,"4","4","4","4","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","1","3",NA,NA,"2","4","4","3",NA,NA,"2","3","3",NA,NA
